age,gender,exercise_name,sets,reps,weight,frequency,protein,calories,sleep,experience,target_muscle_group,type,body_fat_percentage,cardio_minutes_per_week,maintenance_calories,muscle_size_cm2,definition_score
34,M,Deadlifts,4,9,91,5,154,1526,7.9,Intermediate,Legs,Compound,19.9,105,2304,33.3,3.9
36,M,Incline Barbell Bench Press,5,10,79,5,199,2151,6.2,Beginner,Chest,Compound,15.3,72,2713,28.5,4.2
19,F,Barbell Bench Press,3,11,85,5,125,1681,8.7,Intermediate,Chest,Compound,31.9,256,2318,25.2,1.6
46,M,Chin-ups,5,10,77,3,135,2365,8.7,Advanced,Arms,Compound,23.1,158,3111,50.6,3.6
35,M,Chin-ups,4,6,105,5,192,2508,6.7,Intermediate,Arms,Compound,13.6,266,3168,42.9,5.0
32,F,Arnold Press,3,11,78,5,135,1552,7.3,Intermediate,Shoulders,Compound,28.2,72,1846,24.4,2.2
18,M,Calf Raises,3,14,57,5,170,2254,7.3,Advanced,Legs,Isolation,24.1,228,2815,30.8,3.3
33,M,Face Pulls,3,12,52,3,152,2200,6.3,Beginner,Back,Isolation,24.7,82,2940,28.6,2.4
54,F,Incline Barbell Bench Press,3,6,59,3,107,1718,7.4,Intermediate,Chest,Compound,25.6,193,2092,15.3,2.6
36,M,Pull-ups,5,9,58,4,150,2656,6.5,Intermediate,Back,Compound,16.7,224,3120,20.4,4.0
19,M,Diamond Push-ups,4,11,114,5,132,2731,8.0,Intermediate,Arms,Compound,17.2,124,2946,21.0,4.5
37,M,Diamond Push-ups,3,7,44,3,147,2192,7.9,Intermediate,Arms,Compound,16.0,293,2866,29.9,4.6
45,M,Barbell Bench Press,3,11,62,4,173,2119,7.6,Advanced,Chest,Compound,21.7,193,2917,37.7,4.0
29,M,Diamond Push-ups,5,8,63,5,149,2509,6.2,Advanced,Arms,Compound,19.1,120,3162,47.5,4.7
35,M,Barbell Rows,3,10,95,5,191,2684,6.2,Beginner,Back,Compound,17.4,92,2991,28.9,3.9
31,F,Cable Rows,3,11,35,4,112,1670,7.0,Beginner,Back,Isolation,21.4,142,2277,14.4,2.7
42,M,T-Bar Rows,3,7,75,3,135,2266,6.7,Intermediate,Back,Compound,23.2,131,2809,28.8,3.1
19,M,Dumbbell Bench Press,3,11,65,4,187,1944,7.8,Intermediate,Chest,Compound,21.9,206,2621,27.1,3.5
50,M,Diamond Push-ups,3,11,80,5,122,1712,7.9,Intermediate,Arms,Compound,16.8,253,2470,40.5,4.7
43,F,Dumbbell Bench Press,5,11,99,5,138,1404,8.4,Beginner,Chest,Compound,27.2,208,1804,22.3,2.1
51,F,Dumbbell Flyes,4,10,48,5,117,1928,7.7,Intermediate,Chest,Isolation,25.0,102,2150,24.7,2.7
37,F,Deadlifts,5,9,45,5,137,1731,8.2,Beginner,Legs,Compound,20.7,112,2158,15.5,3.3
46,M,Bicep Curls,4,10,43,4,133,1838,6.9,Advanced,Arms,Isolation,22.9,226,2413,27.1,3.2
53,M,T-Bar Rows,5,8,85,3,144,2829,7.8,Intermediate,Back,Compound,23.1,238,3174,39.0,3.5
42,M,Dumbbell Bench Press,3,10,53,3,191,1906,7.6,Intermediate,Chest,Compound,13.9,62,2272,26.7,4.6
50,M,Dumbbell Bench Press,4,8,67,5,167,2295,8.2,Beginner,Chest,Compound,20.1,284,2994,24.7,3.5
46,M,Cable Rows,4,9,56,5,135,2143,8.1,Beginner,Back,Isolation,13.3,278,2699,28.1,4.4
51,M,Overhead Press,5,9,112,3,174,2682,6.8,Intermediate,Shoulders,Compound,12.5,114,2944,20.9,5.0
26,F,Diamond Push-ups,4,8,77,5,129,1219,8.6,Intermediate,Arms,Compound,25.8,249,1884,19.8,2.1
47,M,Chin-ups,3,6,57,3,156,2571,6.3,Advanced,Arms,Compound,24.4,262,3086,46.8,3.1
37,M,Barbell Bench Press,5,11,58,4,158,2243,7.5,Intermediate,Chest,Compound,20.1,86,2798,36.5,4.0
50,M,Face Pulls,3,8,23,3,198,2159,7.9,Advanced,Back,Isolation,24.5,201,2902,27.5,3.0
51,M,Diamond Push-ups,3,9,110,3,136,2846,7.6,Advanced,Arms,Compound,24.7,229,3097,51.0,3.1
52,F,Overhead Press,4,10,98,4,135,1628,6.2,Beginner,Shoulders,Compound,26.8,131,2085,21.3,1.9
26,M,Leg Extensions,3,13,43,5,138,2228,8.8,Advanced,Legs,Isolation,14.7,96,2774,36.1,5.0
41,M,Pull-ups,5,7,56,4,183,2202,7.6,Advanced,Back,Compound,18.5,233,2925,52.0,4.8
32,M,Pec Deck,3,11,57,3,120,2377,8.8,Intermediate,Chest,Isolation,24.5,87,3017,29.1,2.7
39,F,T-Bar Rows,5,6,46,3,114,1477,6.8,Advanced,Back,Compound,27.5,184,1910,35.9,2.7
43,F,Arnold Press,4,6,62,5,108,1813,8.2,Advanced,Shoulders,Compound,28.0,140,2039,27.2,2.2
24,M,Barbell Bench Press,5,11,101,3,137,2173,9.0,Advanced,Chest,Compound,24.4,119,2628,41.0,3.0
19,M,Tricep Extensions,3,11,40,4,120,2370,8.9,Advanced,Arms,Isolation,12.9,107,2586,50.4,5.0
36,M,Rear Delt Flyes,4,8,40,4,197,2188,8.0,Intermediate,Shoulders,Isolation,13.5,252,2469,36.6,4.8
37,F,Dumbbell Bench Press,3,10,62,5,124,1529,6.6,Intermediate,Chest,Compound,23.2,187,2169,20.9,3.1
34,M,Deadlifts,5,6,60,3,161,2566,7.7,Beginner,Legs,Compound,15.0,216,2967,31.5,4.4
34,M,Barbell Bench Press,3,6,103,3,138,2309,7.9,Beginner,Chest,Compound,16.4,252,2888,31.0,4.1
23,M,Leg Press,4,11,54,5,135,1657,8.4,Intermediate,Legs,Compound,21.1,229,2388,31.8,3.5
51,M,Barbell Rows,5,10,113,4,182,1828,7.0,Advanced,Back,Compound,21.4,128,2356,45.2,4.1
18,M,Deadlifts,3,11,71,5,158,1891,6.3,Intermediate,Legs,Compound,16.5,71,2337,30.2,4.3
33,F,Overhead Press,4,8,111,4,117,1809,8.9,Intermediate,Shoulders,Compound,28.6,181,2315,24.7,2.3
43,M,Calf Raises,3,14,17,3,165,2357,8.9,Beginner,Legs,Isolation,23.1,298,3084,34.5,3.0
23,M,Barbell Rows,4,11,59,5,169,1749,8.9,Intermediate,Back,Compound,18.1,90,2334,41.4,4.5
31,M,Pec Deck,3,13,48,3,175,2187,7.3,Advanced,Chest,Isolation,19.2,269,2403,32.4,4.1
49,M,Cable Crossovers,4,12,35,5,163,1600,6.3,Intermediate,Chest,Isolation,20.1,191,2282,21.6,3.3
35,M,Bicep Curls,4,12,59,4,149,2364,7.4,Intermediate,Arms,Isolation,18.7,295,2809,35.0,4.1
27,M,Incline Barbell Bench Press,3,6,100,5,194,1914,8.0,Beginner,Chest,Compound,18.7,259,2638,22.2,3.7
35,M,Chin-ups,4,11,70,3,168,2290,8.5,Intermediate,Arms,Compound,13.1,165,2859,21.5,4.9
52,F,Overhead Press,5,7,45,4,131,1591,7.9,Advanced,Shoulders,Compound,20.9,169,2347,24.7,3.5
40,M,Front Raises,3,14,42,4,144,2200,6.2,Intermediate,Shoulders,Isolation,12.8,134,2611,37.0,5.0
18,M,Barbell Rows,4,8,101,4,151,1940,6.6,Advanced,Back,Compound,23.1,140,2679,40.7,3.8
36,M,Rear Delt Flyes,4,11,20,4,140,2076,7.2,Advanced,Shoulders,Isolation,23.6,154,2848,24.1,2.9
21,M,Overhead Press,5,9,46,5,134,2288,8.7,Intermediate,Shoulders,Compound,22.4,270,2570,26.3,3.4
34,M,Rear Delt Flyes,3,9,39,5,177,2311,8.6,Intermediate,Shoulders,Isolation,24.3,180,2859,21.3,2.5
27,F,Leg Extensions,3,14,18,3,102,1511,6.1,Intermediate,Legs,Isolation,30.5,127,2051,17.9,1.4
50,F,Lunges,4,10,53,4,143,1644,6.2,Beginner,Legs,Compound,18.0,225,2311,15.3,3.8
51,M,Barbell Bench Press,3,10,113,4,142,2671,7.1,Intermediate,Chest,Compound,22.0,204,2875,32.3,3.5
34,M,Barbell Rows,5,11,105,5,151,2348,8.7,Advanced,Back,Compound,20.5,142,2824,25.5,4.0
51,M,Calf Raises,3,14,23,3,155,2610,8.7,Intermediate,Legs,Isolation,15.6,285,3182,30.2,4.4
40,M,Arnold Press,3,11,90,5,197,1660,8.3,Advanced,Shoulders,Compound,12.5,116,2267,47.8,5.0
52,M,Dumbbell Bench Press,4,6,106,3,176,1840,8.6,Advanced,Chest,Compound,15.8,231,2339,40.0,4.9
33,F,Pike Push-ups,3,8,45,3,111,1459,8.6,Intermediate,Shoulders,Compound,20.9,145,2248,26.2,3.7
28,M,T-Bar Rows,4,7,109,5,149,2860,6.3,Intermediate,Back,Compound,14.1,114,3187,34.1,5.0
51,M,Hammer Curls,4,10,46,5,130,2152,8.9,Beginner,Arms,Isolation,22.6,223,2652,31.6,2.9
32,F,Dumbbell Bench Press,4,6,94,5,145,1376,7.8,Beginner,Chest,Compound,22.9,154,1809,18.0,2.6
33,M,Deadlifts,5,11,97,4,192,1609,6.5,Beginner,Legs,Compound,23.8,107,2254,30.5,2.5
25,M,T-Bar Rows,3,10,69,3,165,1505,8.7,Intermediate,Back,Compound,16.3,150,2285,40.9,4.6
46,M,Pull-ups,5,10,66,3,167,2636,7.3,Intermediate,Back,Compound,21.2,185,2984,23.5,3.3
34,M,Reverse Flyes,4,12,37,5,129,2751,8.0,Beginner,Back,Isolation,21.1,88,3127,25.9,3.3
20,M,Arnold Press,3,6,67,5,196,2735,7.0,Intermediate,Shoulders,Compound,19.1,176,3187,31.6,4.1
23,M,Lunges,5,6,47,3,127,1755,7.8,Advanced,Legs,Compound,19.5,242,2229,53.5,4.4
53,F,Lunges,5,8,84,3,134,1768,6.7,Intermediate,Legs,Compound,31.1,66,2174,18.1,1.7
37,F,Diamond Push-ups,4,8,61,3,101,1581,6.7,Intermediate,Arms,Compound,18.7,141,2012,18.3,3.6
26,M,Chin-ups,5,11,59,3,127,2370,7.4,Intermediate,Arms,Compound,17.6,146,2760,25.4,4.0
48,M,Pike Push-ups,5,10,105,3,150,1881,8.8,Beginner,Shoulders,Compound,22.9,93,2441,18.9,2.8
20,F,Leg Curls,3,11,40,4,130,1463,8.8,Beginner,Legs,Isolation,21.7,69,1817,21.9,2.8
39,F,Close-Grip Bench Press,3,11,76,3,148,1435,7.8,Advanced,Arms,Compound,19.6,259,2225,26.9,3.9
40,M,Lat Pulldowns,5,11,42,5,166,2573,7.3,Advanced,Back,Compound,19.7,235,2810,46.5,4.4
43,M,Bicep Curls,4,13,49,3,163,2507,7.1,Intermediate,Arms,Isolation,17.6,81,2979,21.6,4.3
18,M,Pull-ups,4,10,61,5,134,2346,8.1,Beginner,Back,Compound,24.9,207,2955,32.4,2.6
25,F,Squats,5,6,49,4,123,1752,6.3,Intermediate,Legs,Compound,26.3,204,2029,27.6,2.2
44,F,Deadlifts,5,9,45,4,103,1823,7.3,Intermediate,Legs,Compound,25.4,183,2251,26.4,2.7
40,M,T-Bar Rows,3,8,44,4,186,1830,7.5,Advanced,Back,Compound,23.5,211,2238,43.0,3.6
24,M,Incline Barbell Bench Press,4,9,116,5,158,2709,7.0,Beginner,Chest,Compound,14.3,91,3192,33.2,4.6
48,M,Pike Push-ups,3,6,118,3,190,2654,6.9,Beginner,Shoulders,Compound,14.8,268,3009,29.7,4.6
45,M,T-Bar Rows,4,10,68,4,148,2670,8.9,Beginner,Back,Compound,23.6,80,3020,26.8,2.9
27,M,Leg Press,5,9,86,4,151,2540,8.7,Advanced,Legs,Compound,13.5,220,2925,38.7,5.0
40,M,Diamond Push-ups,5,9,68,5,164,1893,6.6,Intermediate,Arms,Compound,17.0,221,2620,41.4,4.8
35,F,Incline Barbell Bench Press,4,10,73,3,103,1667,7.8,Beginner,Chest,Compound,25.8,275,2289,22.1,2.1
42,M,Barbell Rows,5,9,45,4,174,1946,8.5,Advanced,Back,Compound,17.9,73,2568,38.4,4.8
26,M,Leg Press,3,7,45,5,161,2369,6.6,Advanced,Legs,Compound,13.6,106,3060,48.6,5.0
48,M,Overhead Press,4,11,91,4,154,2370,7.5,Beginner,Shoulders,Compound,22.2,149,2725,21.7,3.2
48,F,Leg Curls,3,12,36,5,103,1594,7.5,Intermediate,Legs,Isolation,22.7,89,2380,18.7,2.8
33,M,Bicep Curls,3,13,45,5,140,2408,8.6,Intermediate,Arms,Isolation,21.1,229,2997,21.4,3.1
42,M,Lat Pulldowns,3,6,75,5,158,1884,6.2,Intermediate,Back,Compound,16.0,274,2641,43.2,4.7
50,M,Arnold Press,3,10,115,3,164,2774,8.5,Intermediate,Shoulders,Compound,23.8,99,3005,43.2,3.2
41,M,Face Pulls,3,13,59,5,121,1963,7.8,Intermediate,Back,Isolation,20.8,282,2663,33.2,3.4
44,M,Rear Delt Flyes,3,11,40,4,155,2511,8.9,Intermediate,Shoulders,Isolation,25.0,190,2762,41.5,2.7
30,M,Arnold Press,3,10,105,4,128,2636,6.8,Intermediate,Shoulders,Compound,12.5,280,3185,42.6,5.0
42,M,Leg Extensions,4,8,37,5,150,2010,8.8,Intermediate,Legs,Isolation,14.3,294,2228,38.4,5.0
38,M,Pull-ups,4,6,73,5,147,2495,7.2,Intermediate,Back,Compound,16.5,244,2856,22.7,4.2
19,M,Leg Extensions,4,9,41,5,120,2213,6.4,Intermediate,Legs,Isolation,13.6,290,2674,27.8,4.6
38,M,Leg Curls,4,14,41,5,184,2560,6.1,Intermediate,Legs,Isolation,20.1,80,3016,37.7,3.6
49,F,Barbell Bench Press,4,11,86,4,108,1301,6.2,Beginner,Chest,Compound,28.6,166,1865,17.2,1.8
25,M,Close-Grip Bench Press,5,7,73,5,129,2387,6.1,Intermediate,Arms,Compound,12.7,176,3103,26.4,5.0
40,M,Barbell Bench Press,4,9,112,3,136,2397,9.0,Intermediate,Chest,Compound,21.5,130,2952,37.9,3.6
50,F,Tricep Extensions,4,14,38,3,137,1285,7.6,Intermediate,Arms,Isolation,19.9,150,2059,22.2,3.6
53,F,Diamond Push-ups,4,10,79,3,130,1713,6.3,Advanced,Arms,Compound,28.6,111,2012,23.4,2.3
53,F,Face Pulls,4,9,24,5,104,2073,6.3,Beginner,Back,Isolation,19.8,212,2318,21.7,3.4
27,M,Front Raises,4,13,22,5,151,2262,8.7,Advanced,Shoulders,Isolation,24.8,141,2839,44.1,3.0
31,M,Dumbbell Flyes,3,10,18,5,140,1743,8.1,Advanced,Chest,Isolation,23.8,203,2484,46.7,3.4
54,M,Barbell Bench Press,4,6,91,4,163,1909,6.5,Beginner,Chest,Compound,14.0,194,2368,20.8,4.2
26,M,Pull-ups,5,8,103,3,128,2674,6.9,Intermediate,Back,Compound,19.3,190,3022,27.4,4.0
45,F,Leg Press,5,8,58,4,129,1772,8.6,Intermediate,Legs,Compound,25.4,134,2175,24.9,2.4
35,F,Face Pulls,3,12,39,4,129,1591,8.6,Advanced,Back,Isolation,21.4,108,2187,36.0,3.6
25,M,Lunges,3,9,81,3,193,2305,8.7,Intermediate,Legs,Compound,22.6,135,2870,38.6,3.1
50,M,Overhead Press,4,7,87,3,135,2317,8.1,Advanced,Shoulders,Compound,14.3,221,2626,35.1,5.0
22,M,Calf Raises,3,11,35,5,168,1543,8.3,Advanced,Legs,Isolation,12.6,172,2307,34.8,5.0
48,M,Dumbbell Flyes,3,8,42,3,191,2664,7.6,Intermediate,Chest,Isolation,23.2,67,3086,24.0,2.9
45,F,Leg Press,4,10,46,4,138,1890,6.2,Advanced,Legs,Compound,18.3,215,2119,25.4,4.4
20,M,Cable Rows,3,10,27,5,141,1939,8.7,Advanced,Back,Isolation,24.1,77,2712,39.9,3.5
18,M,Barbell Rows,3,9,114,4,133,2263,6.1,Beginner,Back,Compound,14.3,154,2970,32.7,4.6
20,M,Calf Raises,4,11,17,4,185,1806,7.9,Advanced,Legs,Isolation,24.5,98,2295,24.9,3.1
31,F,Dumbbell Bench Press,5,7,106,5,108,1294,7.3,Beginner,Chest,Compound,31.8,85,1937,16.8,1.0
39,F,Pike Push-ups,5,7,46,3,108,1808,8.8,Advanced,Shoulders,Compound,27.1,175,2234,28.4,2.4
26,M,Lat Pulldowns,3,9,72,3,193,1552,7.6,Beginner,Back,Compound,19.2,68,2316,27.7,3.9
52,M,Close-Grip Bench Press,4,9,57,3,127,2063,8.5,Beginner,Arms,Compound,23.3,95,2853,19.5,2.9
38,F,Incline Barbell Bench Press,5,7,53,4,110,1205,8.5,Advanced,Chest,Compound,31.1,284,1922,31.9,2.3
41,M,Barbell Rows,4,7,47,3,157,2512,8.3,Intermediate,Back,Compound,19.5,197,2834,34.5,4.3
51,F,Leg Press,3,6,103,3,116,2024,8.1,Intermediate,Legs,Compound,27.4,291,2383,29.4,2.3
24,M,T-Bar Rows,4,7,49,4,152,2239,6.7,Advanced,Back,Compound,16.2,105,2569,30.5,4.7
30,M,Pull-ups,5,11,87,3,178,1885,7.3,Beginner,Back,Compound,15.6,277,2673,24.9,4.4
18,M,Lat Pulldowns,5,6,68,5,171,2412,7.8,Intermediate,Back,Compound,19.1,193,2744,42.3,4.6
30,M,Lunges,3,10,44,3,128,2486,8.7,Intermediate,Legs,Compound,14.1,110,3071,40.1,4.9
48,M,T-Bar Rows,4,7,40,4,157,1850,6.2,Intermediate,Back,Compound,23.2,141,2640,33.0,2.9
20,M,Barbell Bench Press,3,8,93,3,130,2025,8.3,Intermediate,Chest,Compound,15.3,97,2548,31.7,4.7
19,F,Barbell Bench Press,5,11,40,5,100,1791,8.3,Beginner,Chest,Compound,30.0,254,2222,12.6,1.6
38,M,Close-Grip Bench Press,3,10,118,4,171,2134,7.1,Advanced,Arms,Compound,16.1,124,2426,41.9,4.8
19,M,Chin-ups,4,6,110,3,170,2444,8.2,Intermediate,Arms,Compound,22.9,177,2786,24.2,3.3
21,M,Incline Barbell Bench Press,3,10,106,4,136,2308,7.8,Advanced,Chest,Compound,16.9,206,2726,34.2,5.0
22,F,Close-Grip Bench Press,3,10,47,4,106,1164,7.1,Intermediate,Arms,Compound,26.8,203,1905,20.2,2.1
20,M,Lunges,5,9,103,4,172,1676,6.3,Intermediate,Legs,Compound,23.6,234,2218,42.7,3.5
50,M,Overhead Press,3,8,104,3,178,2141,8.4,Beginner,Shoulders,Compound,18.5,219,2454,19.8,3.6
54,M,Dumbbell Bench Press,5,9,41,5,151,2796,6.4,Beginner,Chest,Compound,23.1,195,3133,29.1,3.0
28,M,Cable Rows,3,12,54,5,124,1936,7.7,Intermediate,Back,Isolation,19.9,235,2476,21.3,4.1
48,F,Pull-ups,5,11,105,3,100,1189,8.6,Advanced,Back,Compound,26.7,235,1928,30.5,2.5
43,F,Lunges,3,10,53,4,116,1101,7.9,Beginner,Legs,Compound,19.8,118,1847,20.9,3.5
53,M,Leg Press,5,9,75,4,195,1981,6.5,Beginner,Legs,Compound,20.9,299,2262,27.5,3.1
50,F,Dumbbell Bench Press,4,6,49,3,122,1814,8.0,Intermediate,Chest,Compound,24.1,258,2280,29.7,2.6
37,M,Chin-ups,4,11,105,4,142,2179,7.8,Beginner,Arms,Compound,16.8,100,2587,22.4,3.8
18,F,Tricep Extensions,4,12,46,5,135,1238,6.3,Beginner,Arms,Isolation,24.5,121,1819,17.0,2.3
20,F,Arnold Press,4,11,40,5,119,1845,8.1,Advanced,Shoulders,Compound,27.0,246,2131,32.4,2.5
48,M,T-Bar Rows,4,9,59,5,149,2321,7.5,Intermediate,Back,Compound,14.8,85,2575,28.7,4.6
22,M,Bicep Curls,3,13,58,5,195,2846,8.0,Intermediate,Arms,Isolation,13.2,61,3157,37.5,4.9
47,M,Lateral Raises,3,12,53,5,142,1742,9.0,Advanced,Shoulders,Isolation,23.2,242,2277,30.0,3.4
50,M,Leg Press,5,11,60,5,174,2181,6.6,Advanced,Legs,Compound,17.3,100,2741,43.4,4.8
44,M,Lunges,3,8,44,4,151,2542,7.2,Beginner,Legs,Compound,20.6,72,3091,27.6,3.4
42,M,Squats,5,7,93,4,156,2014,8.6,Beginner,Legs,Compound,17.4,153,2594,30.7,4.3
40,M,Barbell Rows,5,11,117,4,178,2177,6.3,Advanced,Back,Compound,22.1,206,2896,35.6,3.6
46,M,Lunges,3,9,91,4,188,1733,8.3,Beginner,Legs,Compound,17.0,211,2458,26.8,4.3
46,F,Lat Pulldowns,4,9,72,5,137,1087,7.2,Intermediate,Back,Compound,24.0,101,1802,20.8,2.7
34,M,Arnold Press,3,9,49,3,159,2167,8.5,Advanced,Shoulders,Compound,14.0,80,2612,47.3,5.0
26,F,Chin-ups,5,6,61,3,108,1439,6.9,Intermediate,Arms,Compound,28.1,293,1868,23.5,1.8
30,M,Pec Deck,3,8,23,4,121,2358,8.3,Beginner,Chest,Isolation,14.3,120,2753,19.3,4.1
30,M,Barbell Rows,5,10,72,5,154,1750,8.2,Beginner,Back,Compound,21.0,296,2345,20.1,3.1
51,M,Leg Extensions,3,10,43,4,150,2504,7.7,Intermediate,Legs,Isolation,20.5,244,2831,36.7,3.5
19,F,Lat Pulldowns,5,10,45,5,103,2033,7.9,Intermediate,Back,Compound,28.4,214,2264,26.4,2.2
39,F,Barbell Bench Press,4,9,58,3,110,1992,6.1,Intermediate,Chest,Compound,28.1,77,2327,27.2,2.4
20,F,Barbell Rows,4,11,90,3,143,1623,8.5,Intermediate,Back,Compound,20.2,248,2168,19.9,3.2
21,M,Face Pulls,4,10,38,5,151,2366,6.8,Beginner,Back,Isolation,21.5,119,2670,26.1,3.2
32,M,Leg Curls,3,13,56,4,159,1865,6.1,Advanced,Legs,Isolation,20.7,170,2399,46.4,4.3
52,M,T-Bar Rows,3,10,75,5,188,1941,8.3,Intermediate,Back,Compound,16.9,147,2364,40.9,4.9
18,M,Arnold Press,4,8,89,4,188,1858,8.0,Beginner,Shoulders,Compound,19.6,106,2433,32.5,4.0
40,M,Arnold Press,4,10,88,4,188,2232,7.4,Intermediate,Shoulders,Compound,12.5,258,2828,40.0,5.0
42,M,Arnold Press,5,11,66,4,164,2003,6.3,Intermediate,Shoulders,Compound,21.9,223,2316,38.6,3.2
54,F,Pike Push-ups,3,11,83,3,143,1693,8.4,Beginner,Shoulders,Compound,23.3,255,2198,23.8,2.5
40,F,Diamond Push-ups,4,7,66,5,109,2060,7.7,Beginner,Arms,Compound,23.9,132,2308,19.5,2.8
25,M,Pec Deck,4,8,17,5,125,2217,8.4,Advanced,Chest,Isolation,13.1,230,2774,50.5,5.0
34,M,Overhead Press,3,8,60,5,146,2004,8.6,Intermediate,Shoulders,Compound,18.8,156,2230,44.0,4.2
45,F,Pull-ups,4,11,118,3,116,1859,7.0,Intermediate,Back,Compound,27.3,90,2185,24.3,2.4
36,M,Chin-ups,3,9,42,5,129,2927,8.7,Intermediate,Arms,Compound,21.3,146,3147,30.3,3.7
27,F,Incline Barbell Bench Press,3,9,48,4,109,1895,8.5,Advanced,Chest,Compound,26.0,286,2295,28.7,2.9
48,M,Deadlifts,4,9,91,4,166,2635,7.7,Beginner,Legs,Compound,23.3,233,2858,26.1,3.0
48,M,Deadlifts,3,11,96,5,144,2358,6.6,Beginner,Legs,Compound,16.8,295,2659,21.7,4.0
51,M,Squats,5,7,118,3,142,1990,7.6,Advanced,Legs,Compound,17.8,138,2497,26.6,4.1
33,F,Front Raises,3,8,15,3,128,1736,6.4,Beginner,Shoulders,Isolation,21.3,272,2333,12.7,3.2
23,M,Lat Pulldowns,4,8,64,5,142,2740,6.0,Intermediate,Back,Compound,15.8,138,3133,21.3,4.3
52,F,Hammer Curls,4,9,18,3,108,1657,7.8,Intermediate,Arms,Isolation,19.5,126,2215,16.1,4.0
27,M,Barbell Bench Press,5,10,106,4,140,1716,7.9,Intermediate,Chest,Compound,22.7,78,2468,41.9,3.7
39,M,Arnold Press,5,11,83,4,153,1497,6.9,Advanced,Shoulders,Compound,23.3,188,2263,41.5,3.5
26,M,Dumbbell Bench Press,3,11,47,3,182,2459,6.5,Intermediate,Chest,Compound,17.8,269,2787,33.4,4.2
43,F,Pike Push-ups,5,8,75,3,112,1558,7.1,Intermediate,Shoulders,Compound,20.0,205,1990,19.9,3.9
23,M,Cable Crossovers,4,9,50,3,166,2765,6.8,Advanced,Chest,Isolation,17.2,254,2998,44.2,5.0
24,M,Leg Press,4,10,93,4,142,2611,8.9,Beginner,Legs,Compound,21.1,150,3144,25.7,3.0
19,M,Chin-ups,3,6,71,3,120,2235,6.1,Beginner,Arms,Compound,18.0,110,2881,22.6,4.2
30,M,Barbell Bench Press,3,11,49,5,174,2256,6.2,Beginner,Chest,Compound,13.1,132,2810,22.9,4.6
35,F,T-Bar Rows,4,10,70,3,105,1796,6.7,Intermediate,Back,Compound,29.9,131,2379,28.9,2.2
18,M,Cable Rows,4,14,38,5,187,2311,6.0,Advanced,Back,Isolation,19.0,282,2682,44.9,4.4
44,M,Overhead Press,3,7,97,5,132,2816,7.6,Beginner,Shoulders,Compound,13.8,262,3161,34.3,4.9
41,F,Leg Extensions,4,13,36,3,144,1237,8.5,Intermediate,Legs,Isolation,26.8,145,1953,20.8,2.2
45,F,Bicep Curls,3,11,29,4,102,1772,7.1,Advanced,Arms,Isolation,23.1,184,2264,33.1,3.4
18,M,Overhead Press,4,8,48,3,131,2166,6.1,Intermediate,Shoulders,Compound,14.9,221,2503,33.5,4.6
36,F,Face Pulls,3,11,38,5,103,1641,8.1,Advanced,Back,Isolation,21.3,199,2024,30.5,3.5
37,M,Pull-ups,3,6,68,4,168,2131,7.6,Intermediate,Back,Compound,12.3,105,2787,40.7,5.0
34,M,Dumbbell Bench Press,5,8,77,4,134,1573,7.0,Intermediate,Chest,Compound,20.2,243,2275,30.9,3.5
26,F,Pike Push-ups,3,7,51,4,117,1406,6.5,Intermediate,Shoulders,Compound,28.0,147,2149,25.0,2.1
20,M,Squats,3,6,44,4,133,2229,8.6,Intermediate,Legs,Compound,17.5,83,2564,37.3,4.5
18,M,Barbell Rows,3,6,94,5,199,2590,6.3,Intermediate,Back,Compound,19.1,116,2831,22.9,4.0
39,F,T-Bar Rows,3,10,43,3,125,1675,6.6,Intermediate,Back,Compound,27.9,244,2117,18.9,2.3
28,M,Pike Push-ups,4,11,111,5,190,1813,6.1,Intermediate,Shoulders,Compound,12.7,252,2500,36.5,5.0
30,F,Overhead Press,3,9,97,5,118,1515,6.6,Intermediate,Shoulders,Compound,23.0,267,2068,20.9,2.9
31,F,Barbell Bench Press,5,7,95,5,149,1267,7.1,Intermediate,Chest,Compound,27.0,61,1895,28.0,2.0
30,M,Deadlifts,5,6,57,3,177,1737,8.4,Advanced,Legs,Compound,20.2,82,2463,24.1,4.1
46,F,Pull-ups,3,8,52,4,101,1724,7.0,Intermediate,Back,Compound,27.2,161,2274,22.9,2.3
29,M,Dumbbell Bench Press,5,9,43,5,166,2496,8.6,Beginner,Chest,Compound,18.3,103,3032,27.0,3.9
38,M,Squats,5,8,108,4,170,2180,8.8,Advanced,Legs,Compound,14.7,263,2880,45.0,5.0
21,F,Barbell Rows,4,11,118,3,121,1959,8.9,Intermediate,Back,Compound,20.0,150,2268,26.6,3.9
39,F,Arnold Press,5,10,57,4,141,1333,6.6,Intermediate,Shoulders,Compound,28.5,91,1942,20.7,1.7
49,M,Diamond Push-ups,5,10,117,3,143,2606,6.6,Beginner,Arms,Compound,19.1,199,2822,30.1,4.1
42,M,Barbell Bench Press,3,10,64,4,185,2451,8.4,Intermediate,Chest,Compound,25.0,154,2717,31.6,2.5
23,M,Pike Push-ups,3,11,89,5,126,1904,6.1,Advanced,Shoulders,Compound,18.9,236,2496,53.7,4.9
35,F,Incline Barbell Bench Press,4,10,105,4,126,1794,7.0,Advanced,Chest,Compound,21.4,103,2053,30.7,3.5
53,F,Pike Push-ups,3,7,67,5,109,1504,8.6,Advanced,Shoulders,Compound,18.6,260,1879,31.1,4.5
