age,gender,exercise_type,sets,reps,weight,frequency,protein,calories,sleep,experience,muscle_size_increase_cm2
37,M,Bench Press,2,6,98.5,3,165.1,2497,6.9,Beginner,5.92
39,M,Deadlifts,5,12,27.1,4,157.8,2433,6.4,Beginner,7.33
32,F,Squats,3,9,129.5,4,149.2,2757,8.0,Beginner,6.24
21,F,Deadlifts,2,10,104.3,4,112.1,2233,8.6,Beginner,6.89
24,F,Deadlifts,5,12,72.5,3,166.9,2836,8.8,Beginner,7.01
24,F,Bench Press,2,7,22.1,3,174.9,2662,8.9,Beginner,8.89
39,M,Bench Press,2,9,96.9,2,111.0,2724,8.3,Beginner,4.58
35,F,Deadlifts,5,7,21.6,3,139.1,2375,6.4,Beginner,5.41
30,F,Squats,5,9,20.2,2,120.7,2729,8.6,Beginner,6.96
27,M,Squats,5,12,100.1,2,160.4,3269,7.2,Beginner,11.66
25,M,Squats,2,11,44.6,3,157.7,2302,8.2,Beginner,7.48
27,F,Squats,3,11,44.9,2,111.3,2404,7.6,Beginner,7.32
31,F,Bench Press,4,9,104.9,2,170.2,2707,8.5,Beginner,9.09
31,F,Deadlifts,4,10,27.0,4,114.5,2916,7.3,Beginner,5.0
37,F,Deadlifts,2,7,60.7,2,163.8,2020,6.2,Beginner,6.46
39,F,Squats,2,8,39.4,3,136.6,2256,7.7,Beginner,4.51
28,F,Bench Press,3,9,95.4,3,126.3,2398,6.5,Beginner,4.54
23,F,Bench Press,5,9,106.0,2,112.7,2050,8.9,Beginner,4.9
38,F,Squats,2,11,113.7,4,113.4,2446,7.6,Beginner,4.57
18,M,Deadlifts,6,6,53.2,3,153.0,3293,7.7,Beginner,7.43
36,F,Deadlifts,5,12,31.6,3,144.0,2826,8.7,Beginner,6.04
24,M,Deadlifts,2,11,30.2,4,109.8,2594,7.9,Beginner,6.25
35,F,Squats,6,7,75.4,2,109.0,2817,6.9,Beginner,4.01
20,M,Bench Press,3,11,143.0,3,105.8,2635,6.9,Beginner,4.89
37,M,Squats,6,8,48.3,2,159.5,3285,7.5,Beginner,8.01
28,M,Squats,2,10,53.4,2,157.0,3388,8.6,Beginner,12.3
22,F,Bench Press,4,12,33.1,2,104.7,3072,8.4,Beginner,5.68
36,M,Deadlifts,2,8,98.7,2,144.8,3141,8.9,Beginner,7.91
38,M,Deadlifts,4,10,108.4,3,106.8,3476,6.2,Beginner,7.88
19,M,Deadlifts,3,8,103.6,4,172.3,2774,6.8,Beginner,7.32
39,M,Deadlifts,3,12,131.9,3,172.6,2972,6.2,Beginner,5.49
21,M,Squats,5,11,83.2,4,155.9,2396,8.3,Beginner,9.64
27,M,Bench Press,5,8,37.5,2,174.1,2682,6.4,Beginner,5.66
19,M,Squats,4,11,57.6,4,164.9,3050,6.3,Beginner,12.58
25,M,Squats,4,12,106.1,2,166.3,2710,7.7,Beginner,6.65
18,M,Bench Press,3,11,99.7,3,145.6,3395,7.2,Beginner,9.3
23,M,Deadlifts,6,7,89.0,3,124.5,3120,8.1,Beginner,9.9
28,F,Bench Press,4,11,108.8,4,117.4,2528,7.5,Beginner,6.38
27,M,Squats,4,6,102.9,2,126.2,2684,7.3,Beginner,8.66
30,M,Squats,6,8,134.6,2,150.3,2612,7.3,Beginner,9.65
18,M,Squats,5,12,96.2,4,113.8,2185,8.6,Beginner,5.52
19,M,Squats,5,9,121.2,2,120.7,2695,7.2,Beginner,8.74
20,M,Squats,4,9,52.3,2,137.4,2214,7.0,Beginner,6.75
26,M,Bench Press,5,9,108.2,2,118.6,3274,7.0,Beginner,7.34
22,F,Deadlifts,5,12,137.3,3,147.1,2215,6.6,Beginner,4.96
27,F,Bench Press,5,6,70.1,3,173.9,2028,8.6,Beginner,7.37
27,M,Bench Press,3,11,121.3,3,159.8,2101,6.4,Beginner,5.12
29,F,Squats,2,8,114.2,2,153.3,2122,8.7,Beginner,5.48
35,M,Deadlifts,4,10,27.7,3,146.6,2053,6.9,Beginner,8.53
38,F,Squats,4,10,95.6,2,139.0,3306,8.7,Beginner,10.0
38,M,Deadlifts,3,12,36.9,2,114.9,3140,8.4,Beginner,4.74
18,F,Deadlifts,2,7,145.8,4,171.6,2615,7.7,Beginner,7.64
20,M,Deadlifts,2,6,125.5,2,119.9,2556,8.0,Beginner,7.43
22,F,Squats,3,8,34.3,3,107.3,2113,7.0,Beginner,7.67
34,M,Bench Press,6,11,35.8,3,160.0,2854,7.7,Beginner,6.01
25,M,Squats,6,9,97.3,2,114.0,2675,6.9,Beginner,5.76
34,F,Squats,2,6,64.8,3,129.8,2976,7.2,Beginner,7.44
