exercise_type,exercise_category,target_muscle_group,Difficulty,age,gender,sets,reps,weight,frequency,protein,calories,sleep,experience,muscle_size_increase_cm2
Knee-tuck kick-up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Bear crawl donkey kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Southpaw sprawl with push-up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Bouncing lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Bodyweight Squat - Gethin Variation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR Alternating Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Bodyweight Walking Lunge - Gethin Variation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Seated Quad Contraction,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Squat with Alternating Leg Extension,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Air Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Alternating Jump Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Alternating Lunge-In-Place,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Alternating Side Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Sumo Pulse,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Sumo Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Alternating Side-Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Tuck-Up Burpee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Bear Crawl,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Bear Stance Fire Hydrant,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Walking Frankenstein,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Walking Hip Stretch,Stretching,Quadriceps,Intermediate,,,,,,,,,,,
HM Wide Jump Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Boxer Shuffle,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Running Lunge,Cardio,Quadriceps,Intermediate,,,,,,,,,,,
HM Bulgarian Split Squat On Chair,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Burpee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Butterfly,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Alternating Lunge Push-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Comet,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Couch Stretch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Down Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Duck Walk,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Fragon,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Frankenstein,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Single-Leg Squat on Chair,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Single-Leg Touchdown,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Speed Skater,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Squat Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Squat Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Garland Pose,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM High Knees,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM In-And-Out Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM In-And-Out Squat Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Jumping Jack,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Jumping Knee-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Jumping Rope,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Right Calf-Spike Sumo Pulse,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Reverse Lunge with Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Left Knee-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Left-Leg Lunge And Kick-Out,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Mountain Pose,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Butt Kickers,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Right-Leg Lunge And Kick-Out,Strength,Quadriceps,Intermediate,,,,,,,,,,,
HM Sumo Get-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
AM Jump Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
AM Bodyweight Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
High knees sprawl drill,Strength,Quadriceps,Intermediate,,,,,,,,,,,
UP Bulgarian Split Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
UN Forward Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
UN Front Foot Elevated Split Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
UNS Half-Kneeling Hip Flexor Stretch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
UNS Low Depth Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
UNS Forward-To-Reverse Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Towel Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Towel Alternating Prisoner Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Towel Alternating Lateral Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Pull-Through Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman 180 Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Foot-Elevated Knee-Up to Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Hands-Elevated Lunge Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Hands-Elevated Jack to Split Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Hands-Elevated Wide Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Hands-Elevated Squat Thrust to Split Jack,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Pulse,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Jump-Out Push-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Alternating Forward Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee to Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Pilates Single-Leg Stretch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Alternating Reverse Prisoner Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Narrow-Wide Squat Jump to 180 Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman 180 Jump to Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Imaginary Jump Rope,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Fast Feet with Hands Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Hands-Elevated Alternating Lunge Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Split Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Split Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Plyometric Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Quad Touch Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Skate,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Lunge Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Flying Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman 90-Degree Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Half Jack to 180 Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Quick Feet to Quad Touch Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Thrust to Push-Up to Super Woman,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Plyometric Jump to 180 Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Standing Heel Click to Hands Down Heel Click,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee to 180 Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Traveling Low Jack to Belly Touch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Flying Squat Thrust to Shoulder Tap,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Jump to Alternating Side Lunge Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Low Squat with Low Diagonal Dumbbell Punch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Leg Hop to Right Reverse Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Leg Hop to Left Reverse Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee to Open Stance,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Diagonal Squat Thrust to Renegade Forward Punch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Bear Crawl,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Bear Crawl to Donkey Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Bear Crawl to Froggy Push-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Bear Crawl to Shoulder Tap,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee to Tuck Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee to Flying Squat Thrust to Tuck Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Forward Lunge to Reverse Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Renegade Lunge Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Jump to Lunge Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Prisoner Reverse Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Wide-to-Narrow Squat Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Donkey Run,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Weighted Wide-to-Narrow Squat Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Wide-to-Narrow Donkey Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Mule Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Goal Post to Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Frogger Squat to Heel Click,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Stair Sprint,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Stair Bear Crawl,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee to Flying Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Flying Squat Thrust to Push-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Foot-Elevated Step-To-Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Split Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Stair Climb,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee to Flying Jack,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Reverse Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Reverse Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Tap to Hop,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Tap to Jump-Forward-Jump-Back,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Squat Hip Drive,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Alternating Double Lunge Hop,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Reverse Lunge to Front Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Leg Forward Lunge Hop,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Reverse Lunge to Front Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Leg Forward Lunge Hop,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Side Diagonal Burpee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Wide Squat Thrust,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Alternating Single-Leg Hop to Squat to 180 Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Lunge Hop to Chest Press,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Lunge Hop to Overhead Press,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman 180 Jump Hop Forward Hop Back,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Right Split Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Left Split Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Double Squat Pulse to 180 Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Towel Left Side Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Alternating Lunge Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Lunge Jump to Squat Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Holman Burpee with Belly Touch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Bootstrapper squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Total Fitness Broad Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Total Fitness Lateral Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Lateral shuffle,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Total Fitness Skip,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Total Fitness Spider Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Spider lunge stretch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Spider lunge with T-rotation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Standing quad stretch,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Vertical jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
King Maker Burpee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
King Maker Explosive High Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Muscle Beach Skip,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Muscle Beach Broad Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Muscle Beach Sprint,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Muscle Beach Front Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Muscle Beach Side Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Muscle Beach Spin Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Muscle Beach Freestyle Kick,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Alternating Curtsy Lunge To Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Alternating Curtsy Lunge With High Knee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Alternating Diagonal Sprawl,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Alternating Lateral Sprawl,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Curtsy Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Frogger,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn High Knee Rotation,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Side-To-Side Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Star Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Tuck Jump With Knee Slap,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Lateral Bounding Hop,Strength,Quadriceps,Intermediate,,,,,,,,,,,
MetaBurn Double Lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Robertson Sprinter Step-Up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR2 Front Kick-Through,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Lunge high-knee clap,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR2 Plyo Split Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR2 Reverse Burpee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR2 Reverse Burpee to Regular Burpee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR2 Reverse Burpee Tuck Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR2 Sprawlee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR2 Squat Hold,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR2 Squat Jump,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR2 Squat Pulse,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Sprinter burpee,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Shuttle run training,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Medicine ball ninja,Plyometrics,Quadriceps,Intermediate,,,,,,,,,,,
FYR Air Ball Plus Medicine Ball Jumping Sprawl,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Medicine ball cowboy squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Medicine ball jumping jill,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Alternate Leg Diagonal Bound,Plyometrics,Quadriceps,Beginner,,,,,,,,,,,
Sit Squats,Stretching,Quadriceps,Beginner,,,,,,,,,,,
Frog Hops,Stretching,Quadriceps,Beginner,,,,,,,,,,,
Dumbbell lateral hop to sprint,Plyometrics,Quadriceps,Intermediate,,,,,,,,,,,
Smith machine lunge sprint,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Sissy squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Wall ball toss,Plyometrics,Quadriceps,Intermediate,,,,,,,,,,,
Bosu Ball Squat,Strength,Quadriceps,Beginner,,,,,,,,,,,
Exercise ball Bulgarian split squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Internal Rotation with Band,Strength,Shoulders,Beginner,,,,,,,,,,,
Band Pull Apart,Strength,Shoulders,Intermediate,,,,,,,,,,,
Back Flyes - With Bands,Strength,Shoulders,Beginner,,,,,,,,,,,
Lateral Raise - With Bands,Strength,Shoulders,Beginner,,,,,,,,,,,
Shoulder Press - With Bands,Strength,Shoulders,Beginner,,,,,,,,,,,
External Rotation with Band,Strength,Shoulders,Beginner,,,,,,,,,,,
FYR Band Pull-Apart,Strength,Shoulders,Intermediate,,,,,,,,,,,
HM Lateral Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Rusin Banded Over-And-Back,Strength,Shoulders,Intermediate,,,,,,,,,,,
Rusin Banded Face Pull,Strength,Shoulders,Intermediate,,,,,,,,,,,
UP Band Pull-Apart,Strength,Shoulders,Intermediate,,,,,,,,,,,
Jordan Shallow Band-Resisted Thread the Needle,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Seated Banded Barbell Shoulder Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Band shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Band lateral raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Band upright row,Strength,Shoulders,Intermediate,,,,,,,,,,,
Staggered-stance band shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm banded landmine press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Band front raise rear fly row combo,Strength,Shoulders,Intermediate,,,,,,,,,,,
Jordan Shallow Foam Roller Thoracic Extension,Strength,Shoulders,Intermediate,,,,,,,,,,,
Jordan Shallow Thread the Needle (with Foam Roller),Strength,Shoulders,Intermediate,,,,,,,,,,,
Clean and press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Clean and jerk,Olympic Weightlifting,Shoulders,Intermediate,,,,,,,,,,,
Military press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Seated barbell shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Snatch-Grip Behind-The-Neck Overhead Press,Strength,Shoulders,Beginner,,,,,,,,,,,
Standing Bradford press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Barbell Shoulder Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Barbell rear delt bent-over row,Strength,Shoulders,Intermediate,,,,,,,,,,,
Barbell upright row,Strength,Shoulders,Intermediate,,,,,,,,,,,
Bradford/Rocky Presses,Strength,Shoulders,Beginner,,,,,,,,,,,
Lying rear delt fly,Strength,Shoulders,Intermediate,,,,,,,,,,,
Machine Shoulder (Military) Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Standing Barbell Press Behind Neck,Strength,Shoulders,Intermediate,,,,,,,,,,,
Barbell front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Overhead bar front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Incline barbell shoulder protraction,Strength,Shoulders,Intermediate,,,,,,,,,,,
Behind-the-head push-press,Olympic Weightlifting,Shoulders,Intermediate,,,,,,,,,,,
Rack Delivery,Olympic Weightlifting,Shoulders,Beginner,,,,,,,,,,,
Smith Incline Shoulder Raise,Strength,Shoulders,Beginner,,,,,,,,,,,
Tall Muscle Snatch,Olympic Weightlifting,Shoulders,Beginner,,,,,,,,,,,
Axle Clean And Press,Strongman,Shoulders,Beginner,,,,,,,,,,,
Jerk Balance,Olympic Weightlifting,Shoulders,Beginner,,,,,,,,,,,
Seated EZ-bar shrug,Strength,Shoulders,Intermediate,,,,,,,,,,,
Paul Carter Barbell Seated Military Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
TBS Barbell Military Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Incline Front Barbell Raise - Gethin Variation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Barbell Front Raise - Gethin Variation,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm barbell lateral raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
AM Upright Row,Strength,Shoulders,Intermediate,,,,,,,,,,,
AM Barbell Shoulder Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Standing barbell shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
King Maker Barbell Thruster,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm incline cable cross-over,Strength,Shoulders,Intermediate,,,,,,,,,,,
Barbell bear complex,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Barbell Shrug,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Incline Face-Up Straight-Bar Front Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Seated Dumbbell Shoulder Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Standing Behind-The-Head Shoulder Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
30 Shoulders Standing Barbell Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Wide Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm kettlebell push-press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Two-Arm Kettlebell Military Press,Strength,Shoulders,Beginner,,,,,,,,,,,
Alternating Kettlebell Press,Strength,Shoulders,Beginner,,,,,,,,,,,
Single-arm kettlebell snatch,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm kettlebell clean and jerk,Strength,Shoulders,Intermediate,,,,,,,,,,,
Kettlebell pirate ship,Strength,Shoulders,Intermediate,,,,,,,,,,,
Two-Arm Kettlebell Clean,Strength,Shoulders,Beginner,,,,,,,,,,,
Double Kettlebell Push Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Kettlebell Seated Press,Strength,Shoulders,Beginner,,,,,,,,,,,
Double Kettlebell Jerk,Strength,Shoulders,Beginner,,,,,,,,,,,
Kettlebell Arnold Press,Strength,Shoulders,Beginner,,,,,,,,,,,
Double-kettlebell windmill,Strength,Shoulders,Intermediate,,,,,,,,,,,
One-Arm Kettlebell Split Snatch,Strength,Shoulders,Beginner,,,,,,,,,,,
One-Arm Kettlebell Para Press,Strength,Shoulders,Beginner,,,,,,,,,,,
One-Arm Kettlebell Split Jerk,Strength,Shoulders,Beginner,,,,,,,,,,,
One-Arm Kettlebell Military Press To The Side,Strength,Shoulders,Beginner,,,,,,,,,,,
One-Arm Kettlebell Jerk,Strength,Shoulders,Beginner,,,,,,,,,,,
Double Kettlebell Snatch,Strength,Shoulders,Beginner,,,,,,,,,,,
Two-Arm Kettlebell Jerk,Strength,Shoulders,Beginner,,,,,,,,,,,
FYR Kettlebell Power Clean,Strength,Shoulders,Intermediate,,,,,,,,,,,
Kettlebell upright row,Strength,Shoulders,Intermediate,,,,,,,,,,,
Kettlebell upright row and press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm kettlebell thruster,Strength,Shoulders,Intermediate,,,,,,,,,,,
Double-kettlebell shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Double-kettlebell push-press,Strength,Shoulders,Intermediate,,,,,,,,,,,
HM Kettlebell Windmill,Strength,Shoulders,Intermediate,,,,,,,,,,,
HM Kettlebell Z-Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Taylor Half-Kneeling Kettlebell Halo,Strength,Shoulders,Intermediate,,,,,,,,,,,
Taylor Towel Kettlebell Farmer's Walk,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Double-Kettlebell Alternating Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Double-Kettlebell Thruster,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Half-Kneeling Kettlebell Clean,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Kettlebell Clean and Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Kettlebell High Pull to Overhead Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Kettlebell Swing Clean and Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Single-Arm Kettlebell Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
FYR2 Ascending-Rep High-Pull-Press Complex,Strength,Shoulders,Intermediate,,,,,,,,,,,
Dumbbell front raise to lateral raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm palm-in dumbbell shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Standing palms-in shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Seated Dumbbell Press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Standing dumbbell shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm lateral raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Power Partials,Strength,Shoulders,Beginner,,,,,,,,,,,
Incline dumbbell reverse fly,Strength,Shoulders,Intermediate,,,,,,,,,,,
Overhead dumbbell front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Seated dumbbell shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Alternating standing shoulder press,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-arm incline rear delt raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Alternating dumbbell front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Alternating Deltoid Raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
Single-dumbbell front raise,Strength,Shoulders,Intermediate,,,,,,,,,,,
